billing_account_id,billing_account_name,cloud_id,cloud_name,folder_id,folder_name,resource_id,service_id,service_name,sku_id,sku_name,date,currency,pricing_quantity,pricing_unit,cost,credit,monetary_grant_credit,volume_incentive_credit,cud_credit,misc_credit,label.user_labels.base_model,label.user_labels.billing-event,label.user_labels.method,label.user_labels.model,label.user_labels.request_kind,label.user_labels.request_origin,locale,updated_at,exported_at
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2lm4wipbhyzhoq55iv,"Генерация текста, модель Qwen3 235B, кешированные токены, синхронный режим",2026-03-16,RUB,6.88,1k*token,3.44,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1773682813,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2xbekpu4ab7tpsuyow,"Генерация текста, модель Qwen3 235B, исходящие токены, синхронный режим",2026-03-16,RUB,6.741,1k*token,3.3705,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1773682813,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn227y4gookblrlbfeb2,"Генерация текста, модель Qwen3 235B, входящие токены, синхронный режим",2026-03-17,RUB,91.267,1k*token,45.6335,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1773776331,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2lm4wipbhyzhoq55iv,"Генерация текста, модель Qwen3 235B, кешированные токены, синхронный режим",2026-03-17,RUB,24.736,1k*token,12.368,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1773776331,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2xbekpu4ab7tpsuyow,"Генерация текста, модель Qwen3 235B, исходящие токены, синхронный режим",2026-03-17,RUB,12.986,1k*token,6.493,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1773776331,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn227y4gookblrlbfeb2,"Генерация текста, модель Qwen3 235B, входящие токены, синхронный режим",2026-03-19,RUB,38.836,1k*token,19.418,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1773951515,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2egggtulqvardvvsh7,"Генерация текста, модель YandexGPT Pro 5, кешированные токены, синхронный режим",2026-03-19,RUB,3.776,1k*token,4.5312,0,0,0,0,0,gpt://yandexgpt/latest,llm,text_generation.completion,gpt://yandexgpt/latest,sync,unknown,ru,1773947692,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2j656kr4cvprjgsrm6,"Генерация текста, модель YandexGPT Pro 5, исходящие токены, синхронный режим",2026-03-19,RUB,1.077,1k*token,1.2924,0,0,0,0,0,gpt://yandexgpt/latest,llm,text_generation.completion,gpt://yandexgpt/latest,sync,unknown,ru,1773947692,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2lm4wipbhyzhoq55iv,"Генерация текста, модель Qwen3 235B, кешированные токены, синхронный режим",2026-03-19,RUB,19.808,1k*token,9.904,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1773951515,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2tzefuo7lujpbln7sh,"Генерация текста, модель YandexGPT Lite 5, входящие токены, синхронный режим",2026-03-19,RUB,0.017,1k*token,0.0034,0,0,0,0,0,gpt://yandexgpt-lite/latest,llm,text_generation.completion,gpt://yandexgpt-lite/latest,sync,unknown,ru,1773947148,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2uvseel3uy3d65ru4p,"Генерация текста, модель YandexGPT Pro 5, входящие токены, синхронный режим",2026-03-19,RUB,6.415,1k*token,7.698,0,0,0,0,0,gpt://yandexgpt/latest,llm,text_generation.completion,gpt://yandexgpt/latest,sync,unknown,ru,1773947692,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2wpcjt3psoz4ixscfv,"Генерация текста, модель YandexGPT Lite 5, исходящие токены, синхронный режим",2026-03-19,RUB,0.002,1k*token,0.0004,0,0,0,0,0,gpt://yandexgpt-lite/latest,llm,text_generation.completion,gpt://yandexgpt-lite/latest,sync,unknown,ru,1773947148,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2xbekpu4ab7tpsuyow,"Генерация текста, модель Qwen3 235B, исходящие токены, синхронный режим",2026-03-19,RUB,9.335,1k*token,4.6675,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1773951515,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn227y4gookblrlbfeb2,"Генерация текста, модель Qwen3 235B, входящие токены, синхронный режим",2026-03-20,RUB,106.283,1k*token,53.1415,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774032606,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2lm4wipbhyzhoq55iv,"Генерация текста, модель Qwen3 235B, кешированные токены, синхронный режим",2026-03-20,RUB,46.128,1k*token,23.064,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774032606,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2xbekpu4ab7tpsuyow,"Генерация текста, модель Qwen3 235B, исходящие токены, синхронный режим",2026-03-20,RUB,21.181,1k*token,10.5905,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774032606,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn227y4gookblrlbfeb2,"Генерация текста, модель Qwen3 235B, входящие токены, синхронный режим",2026-03-21,RUB,75.241,1k*token,37.6205,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774118699,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn256nqsypgolu35kfrz,"Генерация текста, модель YandexGPT Lite 5, кешированные токены, синхронный режим",2026-03-21,RUB,11.008,1k*token,2.2016,0,0,0,0,0,gpt://yandexgpt-lite/latest,llm,text_generation.completion,gpt://yandexgpt-lite/latest,sync,unknown,ru,1774079180,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn26zqwa3c7glcs4g5ga,"Генерация текста, модель DeepSeek v3.2, входящие токены, синхронный режим",2026-03-21,RUB,7.126,1k*token,3.563,0,0,0,0,0,,llm,openai.completion,gpt://deepseek-v32/latest,sync,,ru,1774080295,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2fmplirg3bppcojtio,"Генерация текста, модель YandexGPT Pro 5.1, кешированные токены, синхронный режим",2026-03-21,RUB,4.176,1k*token,3.3408,0,0,0,0,0,gpt://yandexgpt/rc,llm,text_generation.completion,gpt://yandexgpt/rc,sync,unknown,ru,1774081089,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2gpa5w7bzuugyvqxgd,"Генерация текста, модель DeepSeek v3.2, исходящие токены, синхронный режим",2026-03-21,RUB,3.899,1k*token,3.1192,0,0,0,0,0,,llm,openai.completion,gpt://deepseek-v32/latest,sync,,ru,1774080295,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2i63wvctocj7l4opc3,"Генерация текста, модель YandexGPT Pro 5.1, исходящие токены, синхронный режим",2026-03-21,RUB,1.627,1k*token,1.3016,0,0,0,0,0,gpt://yandexgpt/rc,llm,text_generation.completion,gpt://yandexgpt/rc,sync,unknown,ru,1774081110,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2jy5nvkpdkmwfvm6kj,"Генерация текста, модель YandexGPT Pro 5.1, входящие токены, синхронный режим",2026-03-21,RUB,13.891,1k*token,11.1128,0,0,0,0,0,gpt://yandexgpt/rc,llm,text_generation.completion,gpt://yandexgpt/rc,sync,unknown,ru,1774081110,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2lm4wipbhyzhoq55iv,"Генерация текста, модель Qwen3 235B, кешированные токены, синхронный режим",2026-03-21,RUB,32.224,1k*token,16.112,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774114118,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2tn7fe7gqbj2du67xm,"Генерация текста, модель DeepSeek v3.2, кешированные токены, синхронный режим",2026-03-21,RUB,5.184,1k*token,0.67392,0,0,0,0,0,,llm,openai.completion,gpt://deepseek-v32/latest,sync,,ru,1774080295,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2tzefuo7lujpbln7sh,"Генерация текста, модель YandexGPT Lite 5, входящие токены, синхронный режим",2026-03-21,RUB,11.056,1k*token,2.2112,0,0,0,0,0,gpt://yandexgpt-lite/latest,llm,text_generation.completion,gpt://yandexgpt-lite/latest,sync,unknown,ru,1774079180,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2wpcjt3psoz4ixscfv,"Генерация текста, модель YandexGPT Lite 5, исходящие токены, синхронный режим",2026-03-21,RUB,2.035,1k*token,0.407,0,0,0,0,0,gpt://yandexgpt-lite/latest,llm,text_generation.completion,gpt://yandexgpt-lite/latest,sync,unknown,ru,1774079180,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2xbekpu4ab7tpsuyow,"Генерация текста, модель Qwen3 235B, исходящие токены, синхронный режим",2026-03-21,RUB,14.16,1k*token,7.08,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774118699,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn227y4gookblrlbfeb2,"Генерация текста, модель Qwen3 235B, входящие токены, синхронный режим",2026-03-22,RUB,94.012,1k*token,47.006,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774203238,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2lm4wipbhyzhoq55iv,"Генерация текста, модель Qwen3 235B, кешированные токены, синхронный режим",2026-03-22,RUB,41.984,1k*token,20.992,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774203238,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2xbekpu4ab7tpsuyow,"Генерация текста, модель Qwen3 235B, исходящие токены, синхронный режим",2026-03-22,RUB,16.641,1k*token,8.3205,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774203238,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn227y4gookblrlbfeb2,"Генерация текста, модель Qwen3 235B, входящие токены, синхронный режим",2026-03-23,RUB,16.164,1k*token,8.082,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774259450,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2lm4wipbhyzhoq55iv,"Генерация текста, модель Qwen3 235B, кешированные токены, синхронный режим",2026-03-23,RUB,6.128,1k*token,3.064,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774259450,2026-03-23T13:46:58.654739+00:00
dn2cveihp3a205fqs91b,account-832,b1g0m7o2b1dhikf6fke5,cloud-krivonosoffya,b1git4svubpojuiga5pn,default,,dn2o984h40l32p7t5nsv,Yandex AI Studio,dn2xbekpu4ab7tpsuyow,"Генерация текста, модель Qwen3 235B, исходящие токены, синхронный режим",2026-03-23,RUB,2.658,1k*token,1.329,0,0,0,0,0,,llm,openai.completion,gpt://qwen3-235b-a22b-fp8/latest,sync,,ru,1774259450,2026-03-23T13:46:58.654739+00:00
